game_id,season,week,season_type,away_team,home_team,old_game_rating,new_game_rating,rating_delta,old_win_chances_max_diff,old_win_prob_shifts,pbp_status,pbp_raw_rows,pbp_plays,pbp_discarded_rows,pbp_periods,pbp_home_score,pbp_away_score,pregame_home_wp,game_spread,new_win_chances_max_diff,new_win_prob_shifts
401757307,2025,13,regular,Liberty,Louisiana Tech,8.23,7.89,-0.34,0.946,37.84,complete,177,169,8,5.0,34.0,28.0,0.49929526448249817,1.5,0.9092221148312092,28.966303907334805
401757308,2025,13,regular,Sam Houston,Middle Tennessee,5.92,5.46,-0.46,0.63,25.2,complete,167,158,9,4.0,31.0,17.0,0.7056151032447815,6.5,0.6506781578063965,14.363955557346344
401757309,2025,13,regular,New Mexico State,UTEP,7.85,7.95,0.1,0.782,31.28,complete,193,177,16,4.0,31.0,34.0,0.6348350644111633,4.0,0.9417626485228539,29.72307976335287
401760415,2025,13,regular,New Mexico,Air Force,4.99,3.25,-1.74,0.81,32.4,complete,145,128,17,4.0,3.0,20.0,0.4143676161766052,3.5,0.4132589101791382,5.297541489824653
401760416,2025,13,regular,Colorado State,Boise State,3.6,3.14,-0.46,0.242,9.68,complete,196,184,12,4.0,49.0,21.0,0.9154253005981445,17.5,0.18798816204071045,4.300025522708893
401760417,2025,13,regular,Utah State,Fresno State,6.72,6.33,-0.39,0.89,35.6,complete,195,176,19,4.0,17.0,28.0,0.5089547634124756,1.5,0.8696391582489014,25.54724496603012
401760418,2025,13,regular,Hawai'i,UNLV,4.77,3.31,-1.46,0.864,34.56,complete,152,150,2,4.0,38.0,10.0,0.5466889142990112,2.5,0.5804871916770935,8.44487589597702
401760419,2025,13,regular,Nevada,Wyoming,5.66,5.33,-0.33,0.654,26.16,complete,162,152,10,4.0,7.0,13.0,0.7056151032447815,6.5,0.6692705154418945,18.015047669410706
401760420,2025,13,regular,San José State,San Diego State,3.87,2.78,-1.09,0.49,19.6,complete,164,158,6,4.0,25.0,3.0,0.778033971786499,10.0,0.23593437671661377,5.359871506690979
401761655,2025,13,regular,Louisiana,Arkansas State,7.69,7.35,-0.34,0.864,34.56,complete,203,185,18,4.0,30.0,34.0,0.5945616960525513,2.5,0.7561835050582886,28.08337666094303
401761656,2025,13,regular,Marshall,App State,7.46,7.36,-0.1,0.782,31.28,complete,192,171,21,4.0,26.0,24.0,0.40804117918014526,4.0,0.8393794894218445,27.106600359082222
401761657,2025,13,regular,Old Dominion,Georgia Southern,3.28,1.83,-1.45,0.49,19.6,complete,192,170,22,4.0,10.0,45.0,0.21641340851783752,10.0,0.2191394345718436,2.0474660854961257
401761658,2025,13,regular,Southern Miss,South Alabama,7.64,6.35,-1.29,0.864,34.56,complete,197,185,12,4.0,42.0,35.0,0.4151776432991028,2.5,0.5843746662139893,10.940177500247955
401761659,2025,13,regular,UL Monroe,Texas State,3.84,3.79,-0.05,0.158,6.32,complete,185,163,22,4.0,31.0,14.0,0.9118125438690186,20.5,0.13571906089782715,5.90724104642868
401761660,2025,13,regular,Georgia State,Troy,5.72,5.36,-0.36,0.512,20.48,complete,215,191,24,4.0,31.0,19.0,0.734682023525238,9.5,0.3616580367088318,15.826133489608765
401762511,2025,13,regular,South Florida,UAB,3.07,3.09,0.02,0.148,5.92,complete,183,180,3,4.0,18.0,48.0,0.05900324881076813,21.5,0.24350839053659,5.0243634875514545
401762512,2025,13,regular,Tulsa,Army,6.85,7.26,0.41,0.49,19.6,complete,172,161,11,4.0,25.0,26.0,0.778033971786499,10.0,0.8901168927550316,19.890180476009846
401762513,2025,13,regular,East Carolina,UTSA,4.91,3.19,-1.72,0.89,35.6,complete,194,184,10,4.0,58.0,24.0,0.46434104442596436,2.0,0.5879823565483093,5.666426599025726
401762514,2025,13,regular,North Texas,Rice,3.31,3.22,-0.09,0.202,8.08,complete,163,154,9,4.0,24.0,56.0,0.0933828353881836,18.5,0.34295103284239303,5.124001198710175
401762515,2025,13,regular,Tulane,Temple,4.5,3.29,-1.21,0.604,24.16,complete,169,165,4,4.0,13.0,37.0,0.28205350041389465,7.5,0.30021679401397705,6.876017138391035
401762862,2025,13,regular,Akron,Bowling Green,7.08,6.58,-0.5,0.89,35.6,complete,176,173,3,4.0,16.0,19.0,0.5466889142990112,2.5,0.7037066221237183,26.749017775058746
401762863,2025,13,regular,Massachusetts,Ohio,2.13,2.46,0.33,0.02,0.800000000000001,complete,172,153,19,4.0,42.0,14.0,0.9781081676483154,33.5,0.09508025646209717,2.4042328000068665
401762864,2025,13,regular,Western Michigan,Northern Illinois,5.65,5.03,-0.62,0.63,25.2,complete,170,147,23,4.0,19.0,35.0,0.2910180985927582,7.0,0.697590708732605,10.733965521212667
401762865,2025,13,regular,Miami (OH),Buffalo,6.23,5.37,-0.86,0.864,34.56,complete,201,188,13,4.0,20.0,37.0,0.45905500650405884,2.5,0.633549613005016,18.399400527239777
401762866,2025,13,regular,Central Michigan,Kent State,5.67,4.64,-1.03,0.604,24.16,complete,162,155,7,4.0,16.0,28.0,0.2771155834197998,7.5,0.31418783840490505,9.258093715296127
401762867,2025,13,regular,Ball State,Toledo,2.11,2.08,-0.03,0.042,1.68,complete,180,170,10,4.0,38.0,9.0,0.9597121477127075,29.5,0.05674952268600464,1.3617005348205566
401752765,2025,12,regular,Oklahoma,Alabama,7.06,6.95,-0.11,0.654,26.16,complete,176,156,20,4.0,21.0,23.0,0.6442757248878479,6.5,0.670092761516571,22.98506224155426
401752766,2025,12,regular,Texas,Georgia,4.82,3.63,-1.19,0.782,31.28,complete,158,151,7,4.0,35.0,10.0,0.61585533618927,3.5,0.49868929386138916,10.872612297534943
401752767,2025,12,regular,Tennessee Tech,Kentucky,2.18,1.85,-0.33,0.106,4.24,complete,155,147,8,4.0,42.0,10.0,0.9418721795082092,22.5,0.09149229526519775,1.5827502012252808
401752768,2025,12,regular,Arkansas,LSU,7.7,7.47,-0.23,0.782,31.28,complete,168,157,11,4.0,23.0,22.0,0.6348350644111633,4.0,0.7416556477546692,26.267408311367035
401752769,2025,12,regular,Florida,Ole Miss,6.17,6.34,0.17,0.468,18.72,complete,177,168,9,4.0,34.0,24.0,0.778033971786499,10.5,0.5879960060119629,19.927213966846466
401752770,2025,12,regular,Mississippi State,Missouri,5.49,4.6,-0.89,0.63,25.2,complete,184,178,6,4.0,49.0,27.0,0.7170184254646301,7.5,0.37551623582839966,11.632852792739868
401752771,2025,12,regular,New Mexico State,Tennessee,1.36,1.5,0.14,0.004,0.16,complete,198,174,24,4.0,42.0,9.0,0.9781081676483154,41.5,0.02359330654144287,0.48689138889312744
401752772,2025,12,regular,South Carolina,Texas A&M,6.4,8.07,1.67,0.256,10.24,complete,180,172,8,4.0,31.0,30.0,0.905793309211731,16.5,0.9744338393211365,31.46971006691456
401752900,2025,12,regular,UCLA,Ohio State,1.07,0.99,-0.08,0.022,0.880000000000001,complete,153,144,9,4.0,48.0,10.0,0.9781081676483154,33.0,0.02183520793914795,0.5722026228904724
401752901,2025,12,regular,Wisconsin,Indiana,2.36,2.46,0.1,0.054,2.16,complete,144,128,16,4.0,31.0,7.0,0.9781081676483154,28.0,0.09912419319152832,2.6256614327430725
401752902,2025,12,regular,Purdue,Washington,2.7,2.07,-0.63,0.286,11.44,complete,161,154,7,4.0,49.0,13.0,0.8434186577796936,14.5,0.23619914054870605,3.6828694343566895
401752903,2025,12,regular,Penn State,Michigan State,4.98,4.24,-0.74,0.63,25.2,complete,154,135,19,4.0,10.0,28.0,0.3511054515838623,7.0,0.4806854935013689,12.47590100375237
401752904,2025,12,regular,Minnesota,Oregon,2.3,2.06,-0.24,0.0620000000000001,2.48,complete,163,149,14,4.0,42.0,13.0,0.946466863155365,26.5,0.053484439849853516,0.9981062412261963
401752905,2025,12,regular,Michigan,Northwestern,6.52,,,0.49,19.6,score_mismatch,176,161,15,4.0,22.0,21.0,,,,
401752906,2025,12,regular,Maryland,Illinois,3.7,3.51,-0.19,0.256,10.24,complete,179,160,19,4.0,24.0,6.0,0.905793309211731,16.5,0.26240378618240356,7.338557124137878
401752907,2025,12,regular,Iowa,USC,6.74,6.54,-0.2,0.654,26.16,complete,147,141,6,4.0,26.0,21.0,0.7056151032447815,6.5,0.7814546972513199,18.50584065914154
401752945,2025,12,regular,Oregon State,Tulsa,6.08,4.14,-1.94,0.946,37.84,complete,173,166,7,4.0,31.0,14.0,0.5652766227722168,1.5,0.48597466945648193,5.8357656598091125
401752953,2025,12,regular,Louisiana Tech,Washington State,3.58,2.53,-1.05,0.49,19.6,complete,150,141,9,4.0,28.0,3.0,0.778033971786499,10.0,0.2968827486038208,5.085383892059326
401754591,2025,12,regular,Clemson,Louisville,7.67,7.11,-0.56,0.918,36.72,complete,166,157,9,4.0,19.0,20.0,0.5089547634124756,1.5,0.730553213506937,26.084202982485294
401754592,2025,12,regular,Georgia Tech,Boston College,6.69,7.95,1.26,0.256,10.24,complete,185,173,12,4.0,34.0,36.0,0.08259908109903336,16.5,0.7681561559438705,25.873311586678028
401754593,2025,12,regular,Virginia,Duke,5.72,5.0,-0.72,0.73,29.2,complete,171,161,10,4.0,17.0,34.0,0.673456072807312,5.5,0.7107705473899841,13.089640729594976
401754594,2025,12,regular,Virginia Tech,Florida State,4.23,3.88,-0.35,0.334,13.36,complete,156,151,5,4.0,34.0,14.0,0.8296996355056763,14.0,0.2951744794845581,8.304939031600952
401754595,2025,12,regular,NC State,Miami,2.59,1.72,-0.87,0.286,11.44,complete,165,150,15,4.0,41.0,7.0,0.905793309211731,16.5,0.15110015869140625,2.3665608763694763
401754596,2025,12,regular,North Carolina,Wake Forest,5.67,4.46,-1.21,0.81,32.4,complete,176,152,24,4.0,28.0,12.0,0.5903517007827759,3.5,0.40959662199020386,13.34265387058258
401754597,2025,12,regular,Notre Dame,Pittsburgh,4.19,,,0.37,14.8,score_mismatch,170,162,8,4.0,21.0,37.0,,,,
401756948,2025,12,regular,West Virginia,Arizona State,6.69,6.49,-0.2,0.49,19.6,complete,171,164,7,4.0,25.0,23.0,0.7371281981468201,10.0,0.4402077794075012,16.34349888563156
401756949,2025,12,regular,Utah,Baylor,4.8,4.05,-0.75,0.512,20.48,complete,190,184,6,4.0,28.0,55.0,0.21625809371471405,9.5,0.3576391293609049,9.125479076174088
401756950,2025,12,regular,TCU,BYU,4.58,2.9,-1.68,0.836,33.44,complete,177,153,24,4.0,44.0,13.0,0.5640909671783447,2.5,0.43579936027526855,6.454341530799866
401756951,2025,12,regular,Arizona,Cincinnati,6.92,6.86,-0.06,0.68,27.2,complete,168,159,9,4.0,24.0,30.0,0.6354364156723022,6.0,0.8453355431556702,21.523129656910896
401756952,2025,12,regular,Kansas State,Oklahoma State,4.31,4.75,0.44,0.178,7.12,complete,160,151,9,4.0,6.0,14.0,0.09728355705738068,19.5,0.3296396778896451,11.568585149943829
401756953,2025,12,regular,UCF,Texas Tech,1.51,0.98,-0.53,0.0980000000000001,3.92,complete,173,165,8,4.0,48.0,9.0,0.946466863155365,24.5,0.05347329378128052,0.5814242362976074
401757174,2025,12,regular,Air Force,UConn,5.95,5.18,-0.77,0.604,24.16,complete,158,144,14,4.0,26.0,16.0,0.7170184254646301,7.5,0.49489378929138184,10.500743448734283
401757300,2025,12,regular,Delaware,Sam Houston,6.57,7.36,0.79,0.428,17.12,complete,193,184,9,4.0,26.0,23.0,0.22468554973602295,11.5,0.9214300513267517,23.90365394949913
401757301,2025,12,regular,Liberty,Florida International,7.82,,,0.864,34.56,score_mismatch,185,174,11,5.0,54.0,44.0,,,,
401757302,2025,12,regular,Kennesaw State,Jacksonville State,7.0,6.52,-0.48,0.782,31.28,complete,191,183,8,4.0,35.0,26.0,0.4143676161766052,3.5,0.7851575314998627,19.240993201732635
401757303,2025,12,regular,Middle Tennessee,Western Kentucky,5.24,,,0.352,14.08,score_mismatch,190,179,11,4.0,42.0,29.0,,,,
401757304,2025,12,regular,UTEP,Missouri State,6.24,5.35,-0.89,0.654,26.16,complete,178,170,8,4.0,38.0,24.0,0.7103009223937988,6.5,0.4501228332519531,11.476450264453888
401760410,2025,12,regular,Boise State,San Diego State,6.0,4.69,-1.31,0.89,35.6,complete,149,140,9,4.0,17.0,7.0,0.5669649839401245,2.0,0.5143708288669586,13.013549089431763
401760411,2025,12,regular,Colorado State,New Mexico,5.85,6.16,0.31,0.3,12.0,complete,178,167,11,4.0,20.0,17.0,0.8271991014480591,15.5,0.44426238536834717,15.050393164157867
401760412,2025,12,regular,Wyoming,Fresno State,4.78,3.59,-1.19,0.836,33.44,complete,188,164,24,4.0,24.0,3.0,0.5663292407989502,3.0,0.4329953193664551,14.340517282485962
401760413,2025,12,regular,San José State,Nevada,3.08,2.63,-0.45,0.512,20.48,complete,153,149,4,4.0,55.0,10.0,0.2698509693145752,9.5,0.801095724105835,7.115649044513702
401760414,2025,12,regular,Utah State,UNLV,7.88,8.38,0.5,0.73,29.2,complete,191,182,9,6.0,29.0,26.0,0.6353842616081238,4.5,0.9047783613204956,38.91221281886101
401761649,2025,12,regular,Troy,Old Dominion,2.96,1.86,-1.1,0.49,19.6,complete,159,152,7,4.0,33.0,0.0,0.7371281981468201,9.5,0.2971959710121155,4.54696261882782
401761650,2025,12,regular,Coastal Carolina,Georgia Southern,7.97,7.27,-0.7,0.836,33.44,complete,222,191,31,4.0,45.0,40.0,0.5805091261863708,3.0,0.48311156034469604,24.13270276784897
401761651,2025,12,regular,Marshall,Georgia State,5.68,5.37,-0.31,0.512,20.48,complete,177,164,13,4.0,18.0,30.0,0.2698509693145752,9.5,0.5259536504745483,13.63650252763182
401761652,2025,12,regular,App State,James Madison,1.94,1.58,-0.36,0.138,5.52,complete,186,177,9,4.0,58.0,10.0,0.9118125438690186,21.0,0.11263900995254517,2.21550589799881
401761653,2025,12,regular,South Alabama,UL Monroe,6.13,5.29,-0.84,0.81,32.4,complete,166,148,18,4.0,14.0,26.0,0.4437594413757324,4.0,0.7857890129089355,13.338179975748062
401761654,2025,12,regular,Texas State,Southern Miss,5.02,3.68,-1.34,0.836,33.44,complete,187,170,17,4.0,14.0,41.0,0.5781798958778381,3.0,0.6152542802446987,8.660727706679609
401762506,2025,12,regular,North Texas,UAB,3.62,2.81,-0.81,0.228,9.12,complete,170,164,6,4.0,24.0,53.0,0.09077686071395874,17.5,0.10955355428450275,1.5864912543038372
401762507,2025,12,regular,UTSA,Charlotte,3.53,3.16,-0.37,0.242,9.68,complete,154,152,2,4.0,7.0,28.0,0.09945160895586014,17.0,0.18736809492111206,5.36875852686353
401762508,2025,12,regular,Memphis,East Carolina,7.83,7.86,0.03,0.836,33.44,complete,195,179,16,4.0,31.0,27.0,0.5614253878593445,3.0,0.8162432909011841,34.911150336265564
401762509,2025,12,regular,Florida Atlantic,Tulane,5.25,4.88,-0.37,0.256,10.24,complete,187,177,10,4.0,35.0,24.0,0.905793309211731,16.5,0.1659354567527771,6.217534840106964
401762510,2025,12,regular,South Florida,Navy,7.37,7.59,0.22,0.558,22.32,complete,184,177,7,4.0,41.0,38.0,0.29422247409820557,8.5,0.7588247060775757,22.715532898902893
401762856,2025,12,regular,Kent State,Akron,7.69,8.33,0.64,0.604,24.16,complete,184,175,9,5.0,35.0,42.0,0.7198894023895264,7.5,0.9173565059900284,32.81473150849342
401762857,2025,12,regular,Ohio,Western Michigan,7.04,6.17,-0.87,0.918,36.72,complete,148,136,12,4.0,17.0,13.0,0.5089547634124756,1.5,0.6948133111000061,19.49997568130493
401762858,2025,12,regular,Buffalo,Central Michigan,6.02,5.1,-0.92,0.89,35.6,complete,185,166,19,4.0,38.0,19.0,0.5490344166755676,2.5,0.5809634923934937,19.366461634635925
401762859,2025,12,regular,Northern Illinois,Massachusetts,2.69,1.43,-1.26,0.512,20.48,complete,158,152,6,4.0,3.0,45.0,0.2204422801733017,9.5,0.28074485063552856,3.7029139095393475
401762860,2025,12,regular,Toledo,Miami (OH),4.57,3.51,-1.06,0.704,28.16,complete,164,158,6,4.0,3.0,24.0,0.32513269782066345,5.5,0.435857355594635,10.85630853427574
401762861,2025,12,regular,Eastern Michigan,Ball State,5.66,4.26,-1.4,0.836,33.44,complete,164,157,7,4.0,9.0,24.0,0.4151776432991028,2.5,0.4254758059978485,10.698214401490986
401752759,2025,11,regular,LSU,Alabama,5.02,4.42,-0.6,0.49,19.6,complete,172,152,20,4.0,20.0,9.0,0.7371281981468201,10.0,0.3642747402191162,10.377289533615112
401752760,2025,11,regular,Florida,Kentucky,4.24,3.3,-0.94,0.756,30.24,complete,153,149,4,4.0,38.0,7.0,0.37758272886276245,4.5,0.7300167679786682,10.148852348327637
401752761,2025,11,regular,The Citadel,Ole Miss,0.49,0.72,0.23,0.0,0.0,complete,163,158,5,4.0,49.0,0.0,0.9599751234054565,51.5,0.039991676807403564,0.24202346801757812
401752762,2025,11,regular,Georgia,Mississippi State,5.19,4.45,-0.74,0.512,20.48,complete,176,174,2,4.0,21.0,41.0,0.2204422801733017,9.5,0.4490097165107727,7.942622769274749
401752763,2025,11,regular,Texas A&M,Missouri,5.09,4.05,-1.04,0.63,25.2,complete,163,155,8,4.0,17.0,38.0,0.3511054515838623,7.0,0.38692402839660645,9.017276741564274
401752764,2025,11,regular,Auburn,Vanderbilt,7.73,8.23,0.5,0.68,27.2,complete,198,186,12,5.0,45.0,38.0,0.668272078037262,6.0,0.8797186613082886,35.44743376970291
401752893,2025,11,regular,Indiana,Penn State,6.05,6.77,0.72,0.334,13.36,complete,183,157,26,4.0,24.0,27.0,0.16174644231796265,14.0,0.8076694011688232,18.238187227398157
401752894,2025,11,regular,Maryland,Rutgers,6.61,5.75,-0.86,0.918,36.72,complete,159,148,11,4.0,35.0,20.0,0.5089547634124756,1.5,0.7298271656036377,18.933969616889954
401752895,2025,11,regular,Nebraska,UCLA,7.07,5.75,-1.32,0.89,35.6,complete,144,135,9,4.0,21.0,28.0,0.5418886542320251,2.0,0.5609667301177979,11.89741600677371
401752896,2025,11,regular,Northwestern,USC,4.22,3.79,-0.43,0.318,12.72,complete,152,142,10,4.0,38.0,17.0,0.8271991014480591,14.5,0.22663241624832153,7.308673202991486
401752897,2025,11,regular,Ohio State,Purdue,2.56,2.59,0.03,0.046,1.84,complete,151,145,6,4.0,10.0,34.0,0.029273880645632744,29.5,0.09225925198552432,1.7281298902380513
401752898,2025,11,regular,Oregon,Iowa,6.82,6.0,-0.82,0.756,30.24,complete,155,141,14,4.0,16.0,18.0,0.3619821071624756,4.5,0.4429802894592285,17.68934515118599
401752899,2025,11,regular,Washington,Wisconsin,5.69,6.16,0.47,0.468,18.72,complete,170,162,8,4.0,13.0,10.0,0.24468624591827393,10.5,0.8779019117355347,19.943814516067505
401752944,2025,11,regular,Sam Houston,Oregon State,5.08,6.57,1.49,0.148,5.92,complete,171,161,10,4.0,17.0,21.0,0.9159519076347351,21.0,0.8977999091148376,18.51259610056877
401754584,2025,11,regular,SMU,Boston College,3.73,2.87,-0.86,0.468,18.72,complete,198,185,13,4.0,13.0,45.0,0.24468624591827393,10.5,0.3106718914496014,6.441784088150598
401754585,2025,11,regular,California,Louisville,6.18,7.69,1.51,0.214,8.56,complete,193,182,11,5.0,26.0,29.0,0.9081499576568604,18.5,0.6929696798324585,30.807117819786072
401754586,2025,11,regular,Florida State,Clemson,6.03,4.39,-1.64,0.918,36.72,complete,173,160,13,4.0,24.0,10.0,0.5323069095611572,1.5,0.46594083309173584,9.268146634101868
401754587,2025,11,regular,Syracuse,Miami,2.23,2.45,0.22,0.05,2.0,complete,182,158,24,4.0,38.0,10.0,0.9503301382064819,28.5,0.12254965305328369,3.156516969203949
401754588,2025,11,regular,Stanford,North Carolina,6.3,5.72,-0.58,0.558,22.32,complete,181,161,20,4.0,20.0,15.0,0.7372496724128723,8.5,0.41864436864852905,12.99560660123825
401754589,2025,11,regular,Wake Forest,Virginia,5.74,5.66,-0.08,0.63,25.2,complete,178,158,20,4.0,9.0,16.0,0.7080364227294922,7.0,0.8019923567771912,19.17347166314721
401754590,2025,11,regular,Duke,UConn,7.46,7.77,0.31,0.582,23.28,complete,170,164,6,4.0,37.0,34.0,0.28205350041389465,7.5,0.8180248439311981,25.029117554426193
401756943,2025,11,regular,Kansas,Arizona,6.9,7.04,0.14,0.704,28.16,complete,168,163,5,4.0,24.0,20.0,0.6510321497917175,5.5,0.8933506608009338,26.799033164978027
401756944,2025,11,regular,Iowa State,TCU,6.74,7.01,0.27,0.604,24.16,complete,176,167,9,4.0,17.0,20.0,0.7170184254646301,7.5,0.8907908052206039,23.693239592015743
401756945,2025,11,regular,BYU,Texas Tech,3.69,2.93,-0.76,0.352,14.08,complete,190,178,12,4.0,29.0,7.0,0.8296996355056763,13.5,0.2220073938369751,4.578769862651825
401756946,2025,11,regular,Houston,UCF,7.91,7.5,-0.41,0.946,37.84,complete,183,175,8,4.0,27.0,30.0,0.5089547634124756,1.5,0.7478470802307129,31.78828477859497
401756947,2025,11,regular,Colorado,West Virginia,6.56,5.81,-0.75,0.654,26.16,complete,208,188,20,4.0,29.0,22.0,0.7103009223937988,6.5,0.3709827661514282,15.493490159511566
401757166,2025,11,regular,Navy,Notre Dame,1.17,1.25,0.08,0.036,1.44,complete,155,137,18,4.0,49.0,10.0,0.9781081676483154,30.5,0.07419246435165405,1.733879804611206
401757295,2025,11,regular,Louisiana Tech,Delaware,7.34,,,0.704,28.16,score_mismatch,184,177,7,4.0,25.0,27.0,,,,
401757296,2025,11,regular,Florida International,Middle Tennessee,5.92,5.19,-0.73,0.89,35.6,complete,191,182,9,4.0,30.0,56.0,0.5317126512527466,1.5,0.8072463476564735,18.657731986924773
401757297,2025,11,regular,Jacksonville State,UTEP,7.96,7.59,-0.37,0.918,36.72,complete,183,168,15,4.0,27.0,30.0,0.49929526448249817,1.5,0.7891231775283813,29.700865291059017
401757298,2025,11,regular,Kennesaw State,New Mexico State,6.42,5.7,-0.72,0.468,18.72,complete,208,195,13,4.0,21.0,24.0,0.23147296905517578,11.5,0.32106579933315516,8.25901821628213
401757299,2025,11,regular,Missouri State,Liberty,6.5,6.62,0.12,0.582,23.28,complete,189,167,22,4.0,17.0,21.0,0.6890318989753723,7.5,0.8610518574714661,19.388953506946564
401760406,2025,11,regular,Air Force,San José State,6.15,5.79,-0.36,0.68,27.2,complete,185,161,24,4.0,16.0,26.0,0.6834249496459961,6.0,0.8201531786471605,15.535309706348926
401760407,2025,11,regular,UNLV,Colorado State,4.25,3.36,-0.89,0.704,28.16,complete,171,160,11,4.0,10.0,42.0,0.3297666013240814,5.5,0.5888269120478071,11.287654058425687
401760408,2025,11,regular,San Diego State,Hawai'i,3.75,3.12,-0.63,0.654,26.16,complete,176,166,10,4.0,38.0,6.0,0.3660316467285156,6.5,0.7847117632627487,10.227417081594467
401760409,2025,11,regular,Nevada,Utah State,3.27,1.84,-1.43,0.49,19.6,complete,176,170,6,4.0,51.0,14.0,0.7603206634521484,10.0,0.26296091079711914,1.958968460559845
401761644,2025,11,regular,Georgia Southern,App State,7.27,6.67,-0.6,0.73,29.2,complete,205,180,25,4.0,23.0,25.0,0.6353842616081238,4.5,0.6114116404205561,17.492854427546263
401761645,2025,11,regular,Georgia State,Coastal Carolina,6.23,5.46,-0.77,0.63,25.2,complete,187,176,11,4.0,40.0,27.0,0.7080364227294922,7.0,0.3865029811859131,13.65579217672348
401761646,2025,11,regular,James Madison,Marshall,5.35,5.1,-0.25,0.352,14.08,complete,196,174,22,4.0,23.0,35.0,0.1672135293483734,13.5,0.22934941947460175,11.722056414932013
401761647,2025,11,regular,Southern Miss,Arkansas State,6.79,5.99,-0.8,0.654,26.16,complete,223,199,24,4.0,21.0,27.0,0.2934347689151764,6.5,0.4131849706172943,13.625324435532093
401761648,2025,11,regular,Texas State,Louisiana,8.13,7.43,-0.7,0.81,32.4,complete,182,172,10,4.0,42.0,39.0,0.41002291440963745,3.5,0.6958580911159515,17.764520466327667
401762500,2025,11,regular,UTSA,South Florida,3.58,2.64,-0.94,0.334,13.36,complete,184,171,13,4.0,55.0,23.0,0.8296996355056763,14.0,0.1702163815498352,2.859798789024353
401762501,2025,11,regular,Tulane,Memphis,7.59,6.84,-0.75,0.836,33.44,complete,171,162,9,4.0,32.0,38.0,0.5614253878593445,3.0,0.6011962890625,20.162996601313353
401762502,2025,11,regular,UAB,Rice,7.02,6.12,-0.9,0.946,37.84,complete,171,160,11,4.0,24.0,17.0,0.5071194171905518,1.0,0.6805321276187897,20.672712326049805
401762503,2025,11,regular,Temple,Army,6.46,5.87,-0.59,0.63,25.2,complete,142,131,11,4.0,14.0,13.0,0.7126994132995605,7.0,0.4795706868171692,15.312543272972107
401762504,2025,11,regular,Charlotte,East Carolina,2.92,2.69,-0.23,0.054,2.16,complete,185,180,5,4.0,48.0,22.0,0.9597121477127075,28.0,0.0401768684387207,0.843701958656311
401762505,2025,11,regular,Tulsa,Florida Atlantic,5.79,4.47,-1.32,0.756,30.24,complete,191,187,4,4.0,40.0,21.0,0.6353842616081238,4.5,0.38816964626312256,9.693013548851013
401762851,2025,11,regular,Massachusetts,Akron,3.05,1.9,-1.15,0.428,17.12,complete,157,154,3,4.0,44.0,10.0,0.8207323551177979,12.5,0.18418359756469727,3.4447824954986572
401762852,2025,11,regular,Miami (OH),Ohio,7.1,6.68,-0.42,0.836,33.44,complete,168,147,21,4.0,24.0,20.0,0.5466889142990112,2.5,0.7155983746051788,25.238713204860687
401762853,2025,11,regular,Kent State,Ball State,6.89,6.56,-0.33,0.836,33.44,complete,158,155,3,4.0,17.0,13.0,0.5862659215927124,3.0,0.8388571739196777,24.445891559123993
401762854,2025,11,regular,Northern Illinois,Toledo,1.95,1.19,-0.76,0.286,11.44,complete,175,166,9,4.0,42.0,3.0,0.8469837307929993,15.5,0.1529507040977478,3.2167674899101257
401762855,2025,11,regular,Bowling Green,Eastern Michigan,7.17,6.45,-0.72,0.836,33.44,complete,185,163,22,4.0,27.0,21.0,0.5781798958778381,3.0,0.6477175951004028,19.62356024980545
401752753,2025,10,regular,Mississippi State,Arkansas,7.84,7.99,0.15,0.73,29.2,complete,203,183,20,4.0,35.0,38.0,0.6531802415847778,5.5,0.9443301558494568,27.518523693084717
401752754,2025,10,regular,Kentucky,Auburn,4.75,5.06,0.31,0.408,16.32,complete,165,157,8,4.0,3.0,10.0,0.7758215069770813,11.5,0.7974343411624432,14.846698261797428
401752755,2025,10,regular,Georgia,Florida,6.77,6.71,-0.06,0.63,25.2,complete,166,154,12,4.0,20.0,24.0,0.3511054515838623,7.0,0.7615031003952026,20.433531284332275
401752756,2025,10,regular,South Carolina,Ole Miss,4.65,4.42,-0.23,0.37,14.8,complete,167,157,10,4.0,30.0,14.0,0.8323421478271484,13.0,0.33761537075042725,11.269271194934845
401752757,2025,10,regular,Oklahoma,Tennessee,7.4,7.16,-0.24,0.836,33.44,complete,209,180,29,4.0,27.0,33.0,0.5614253878593445,3.0,0.8325052857398987,26.938845153898
401752758,2025,10,regular,Vanderbilt,Texas,7.69,5.97,-1.72,0.81,32.4,complete,165,157,8,4.0,34.0,31.0,0.5903517007827759,3.5,0.40825289487838745,5.502428233623505
401752887,2025,10,regular,Indiana,Maryland,1.94,1.81,-0.13,0.148,5.92,complete,151,150,1,4.0,10.0,55.0,0.08706808090209961,21.0,0.17984330263425363,4.104903959771036
401752888,2025,10,regular,Michigan State,Minnesota,7.66,7.91,0.25,0.81,32.4,complete,186,165,21,5.0,23.0,20.0,0.6268573999404907,4.5,0.8711312413215637,38.20284428447485
401752889,2025,10,regular,Penn State,Ohio State,3.47,3.0,-0.47,0.214,8.56,complete,141,134,7,4.0,38.0,14.0,0.905793309211731,17.5,0.12338155508041382,3.946119546890259
