away_color,home_color,season,week,notes,away_id,home_id,away_team,home_team,game_rating
#eddbd5,#c04054,2015,13,,228,2579,Clemson(1),South Carolina,6.53
#3f7fbd,#6584b7,2018,13,,328,68,Utah State(14),Boise State(21),6.53
#d1bec1,#85797a,2020,9,,309,326,Louisiana,Texas State,6.53
#b83d6f,#10d10c10a,2020,Bowls,capital one orange bowl,245,153,Texas A&M(4),North Carolina(18),6.53
#c86781,#b39ba0,2016,8,,265,9,Washington State,Arizona State,6.53
#cc7a91,#f0e9d3,2015,3,,24,30,Stanford,USC(6),6.53
#d4969e,#436fa6,2021,Bowls,ticketsmarter birmingham bowl,248,2,Houston(17),Auburn,6.53
#518ac5,#519bc5,2017,12,,242,295,Rice,Old Dominion,6.53
#3e72b9,#c8595f,2019,5,,2006,113,Akron,UMass,6.53
#3853a9,#b5706d,2020,Bowls,outback bowl,145,84,Ole Miss,Indiana(12),6.53
#8e8e8e,#d07980,2016,Bowls,dollar general bowl,195,2653,Ohio,Troy,6.53
#bf405a,#c45050,2017,6,,66,201,Iowa State,Oklahoma(3),6.53
#345b9d,#85b8d6,2015,7,,2229,2393,Florida International,Middle Tennessee,6.52
#768897,#5096c4,2018,5,,2440,2005,Nevada,Air Force,6.52
#76d198,#345b9d,2018,13,,276,2229,Marshall,Florida International,6.52
#39aa8c,#4c4c4c,2022,6,,58,2132,South Florida,Cincinnati(24),6.52
#d98c8c,#a6a6a6,2016,Bowls,,61,2628,Georgia,TCU,6.52
#cababb,#5096c4,2017,4,,21,2005,San Diego State(22),Air Force,6.52
#ede6cc,#6f82cf,2022,7,,99,57,LSU,Florida,6.52
#c8596e,#3671a1,2021,11,,103,59,Boston College,Georgia Tech,6.52
#4c4c4c,#436fa6,2022,4,,142,2,Missouri,Auburn,6.52
#5096c4,#878787,2018,12,,2005,2751,Air Force,Wyoming,6.52
#e0babb,#e9cdc6,2023,4,,152,258,NC State,Virginia,6.52
#cc7a91,#c85a68,2017,6,,24,254,Stanford,Utah(20),6.52
#b39ba0,#c86781,2015,10,,9,265,Arizona State,Washington State,6.52
#359f7d,#4b83c3,2023,2,,5,290,UAB,Georgia Southern,6.52
#c86781,#d4969e,2019,3,,265,248,Washington State(20),Houston,6.52
#3966ac,#4abfc2,2020,14,,252,324,BYU(8),Coastal Carolina(14),6.52
#38a98a,#d88998,2018,13,,239,2641,Baylor,Texas Tech,6.52
#b8b8b8,#ce6b6c,2020,Bowls,duke's mayo bowl,154,275,Wake Forest,Wisconsin,6.52
#d9c78e,#3cb588,2017,4,,349,2655,Army,Tulane,6.52
#38a98a,#e4d3c7,2022,13,,239,251,Baylor,Texas(24),6.52
#e7d3c6,#868686,2018,1,,183,2711,Syracuse,Western Michigan,6.52
#c0437e,#868686,2017,10,,2117,2711,Central Michigan,Western Michigan,6.51
#4c4c4c,#39aa8c,2020,13,,2116,58,UCF,South Florida,6.51
#ebd8ce,#3974ac,2022,12,,356,130,Illinois,Michigan(3),6.51
#436fa6,#c04054,2021,12,,2,2579,Auburn,South Carolina,6.51
#dc9797,#c0437e,2022,6,,2050,2117,Ball State,Central Michigan,6.51
#3f647f,#3853a9,2019,4,,25,145,California(23),Ole Miss,6.51
#cbb4b7,#4b83c3,2021,1,,2241,290,Gardner-Webb,Georgia Southern,6.51
#85b8d6,#37a574,2022,4,,2393,2390,Middle Tennessee,Miami(25),6.51
#3cb48f,#cc7a91,2023,3,,16,24,Sacramento State,Stanford,6.51
#4c4c4c,#878787,2023,4,,2026,2751,Appalachian State,Wyoming,6.51
#3671a1,#10d10c10a,2018,10,,59,153,Georgia Tech,North Carolina,6.51
#4078be,#bb929a,2016,1,,2348,8,Louisiana Tech,Arkansas,6.51
#e2a9ae,#9b97aa,2020,10,,158,77,Nebraska,Northwestern,6.5
#9cbacd,#3667a3,2016,1,,311,41,Maine,Connecticut,6.5
#9e9292,#d1757a,2019,Bowls,franklin american mortgage music city bowl,344,97,Mississippi State,Louisville,6.5
#4078be,#519bc5,2021,9,,2348,295,Louisiana Tech,Old Dominion,6.5
#d5a6af,#c8596e,2022,1,,164,103,Rutgers,Boston College,6.5
#3974ac,#3e70b8,2021,11,,130,213,Michigan(9),Penn State(23),6.5
#3870aa,#3f647f,2022,4,,12,25,Arizona,California,6.5
#d88998,#bb929a,2015,3,,2641,8,Texas Tech,Arkansas,6.5
#e1bbbf,#8e8e8e,2022,8,,2459,195,Northern Illinois,Ohio,6.5
#359f7d,#57c78a,2019,14,,5,249,UAB,North Texas,6.5
#b8939a,#c6c3b4,2019,5,,135,2509,Minnesota,Purdue,6.5
#4c4c4c,#3cb588,2022,11,,2116,2655,UCF(22),Tulane(16),6.5
#b39ba0,#c85a68,2021,7,,9,254,Arizona State(18),Utah,6.5
#3671a1,#37a574,2019,8,,59,2390,Georgia Tech,Miami,6.5
#c8595f,#8e8e8e,2018,5,,113,195,UMass,Ohio,6.5
#c86781,#5ea3c9,2023,6,,265,26,Washington State(13),UCLA,6.5
#c85a68,#3870aa,2017,4,,254,12,Utah(23),Arizona,6.49
#d4969e,#3870aa,2017,2,,248,12,Houston,Arizona,6.49
#3870aa,#f0e9d3,2017,10,,12,30,Arizona(23),USC(17),6.49
#c0425a,#6f82cf,2020,16,,333,57,Alabama(1),Florida(11),6.49
#3c60b4,#e9cdc6,2020,4,,150,258,Duke,Virginia,6.49
#cc7a91,#f4f4f4,2019,11,,24,38,Stanford,Colorado,6.49
#3853a9,#b83d6f,2018,11,,145,245,Ole Miss,Texas A&M,6.49
#4078be,#f4ebe0,2018,12,,2348,2572,Louisiana Tech,Southern Mississippi,6.49
#e6dab3,#38a98a,2019,10,,277,239,West Virginia,Baylor(12),6.49
#4c4c4c,#d07980,2017,10,,70,2653,Idaho,Troy,6.49
#359f7d,#3cb588,2023,5,,5,2655,UAB,Tulane,6.49
#3c60b4,#e9cdc6,2015,12,,150,258,Duke,Virginia,6.49
#57c78a,#359f7d,2018,8,,249,5,North Texas,UAB,6.49
#4b83c3,#b8939a,2019,3,,290,135,Georgia Southern,Minnesota,6.48
#cababb,#61a0ca,2021,7,,21,23,San Diego State(24),San José State,6.48
#768897,#3f7fbd,2015,12,,2440,328,Nevada,Utah State,6.48
#4abfc2,#4c4c4c,2017,8,,324,2026,Coastal Carolina,Appalachian State,6.48
#dc9797,#9b97aa,2015,4,,2050,77,Ball State,Northwestern(17),6.48
#5796c7,#e6c6c7,2019,10,,2226,98,Florida Atlantic,Western Kentucky,6.48
#f4ebe0,#3cb588,2022,4,,2572,2655,Southern Mississippi,Tulane,6.48
#c45050,#38a98a,2017,4,,201,239,Oklahoma(3),Baylor,6.48
#8e8e8e,#339969,2021,11,,195,2199,Ohio,Eastern Michigan,6.48
#e9cdc6,#e7d3c6,2022,4,,258,183,Virginia,Syracuse,6.48
#99a6b8,#4c4c4c,2020,11,,2247,2026,Georgia State,Appalachian State,6.47
#73a6d0,#c04054,2015,2,,96,2579,Kentucky,South Carolina,6.47
#e9cdc6,#d1757a,2019,9,,258,97,Virginia,Louisville,6.47
#4b83c3,#4c4c4c,2019,10,,290,2026,Georgia Southern,Appalachian State(20),6.47
#3966ac,#c86781,2021,8,,252,265,BYU,Washington State,6.47
#e6dab3,#d88998,2018,5,,277,2641,West Virginia(12),Texas Tech(25),6.47
#e2a9ae,#b8939a,2021,7,,158,135,Nebraska,Minnesota,6.47
#d1757a,#3f7fbd,2020,4,,97,221,Louisville(24),Pittsburgh(21),6.47
#e4d3c7,#e6dab3,2019,6,,251,277,Texas(11),West Virginia,6.47
#d88998,#38a98a,2021,13,,2641,239,Texas Tech,Baylor(9),6.47
#4c4c4c,#ce6b6c,2019,11,,2294,275,Iowa(18),Wisconsin(16),6.47
#4c4c4c,#5ea3c9,2018,1,,2132,26,Cincinnati,UCLA,6.47
#4c4c4c,#4890c2,2017,4,,167,202,New Mexico,Tulsa,6.47
#4c4c4c,#c04054,2016,10,,142,2579,Missouri,South Carolina,6.47
#b5706d,#7b7b7b,2019,5,,84,127,Indiana,Michigan State(25),6.47
#d9c78e,#b8b8b8,2016,9,,349,154,Army,Wake Forest,6.47
#cf6e75,#76d198,2017,1,,193,276,Miami (OH),Marshall,6.47
#7a8bd3,#d88998,2022,11,,2305,2641,Kansas,Texas Tech,6.47
#935531,#db93a2,2015,2,,189,120,Bowling Green,Maryland,6.47
#878787,#339a72,2022,9,,2751,62,Wyoming,Hawai'i,6.46
#459d6b,#ce6b6c,2019,Bowls,rose bowl game presented by northwestern mutual,2483,275,Oregon(5),Wisconsin(11),6.46
#4c4c4c,#d4969e,2016,9,,2116,248,UCF,Houston,6.46
#76d198,#315a93,2022,2,,276,87,Marshall,Notre Dame(8),6.46
#c04054,#e5d9c9,2015,10,,2579,2633,South Carolina,Tennessee,6.46
#c85a68,#f4f4f4,2016,13,,254,38,Utah(21),Colorado(9),6.46
#3667a3,#518ac5,2023,6,,41,242,Connecticut,Rice,6.46
#4c4c4c,#4c4c4c,2016,11,,238,142,Vanderbilt,Missouri,6.46
#5096c4,#4c4c4c,2015,13,,2005,167,Air Force,New Mexico,6.46
#61a0ca,#4c4c4c,2021,8,,23,2439,San José State,UNLV,6.46
#b8b8b8,#e0babb,2018,11,,154,152,Wake Forest,NC State(22),6.46
#db93a2,#3974ac,2022,4,,120,130,Maryland,Michigan(4),6.46
#5ea3c9,#f0e9d3,2017,12,,26,30,UCLA,USC(12),6.46
#949494,#b39ba0,2015,11,,264,9,Washington,Arizona State,6.46
#73a6d0,#b83d6f,2018,6,,96,245,Kentucky(13),Texas A&M,6.46
#4c4c4c,#528bc5,2015,14,,2026,6,Appalachian State,South Alabama,6.46
#4078be,#359f7d,2021,10,,2348,5,Louisiana Tech,UAB,6.46
#cf6e75,#8e8e8e,2019,11,,193,195,Miami (OH),Ohio,6.46
#ede6cc,#9e9292,2021,4,,99,344,LSU,Mississippi State,6.46
#14c14c14c,#f4ebe0,2016,10,,2429,2572,Charlotte,Southern Mississippi,6.45
#3853a9,#5880c8,2015,7,,145,235,Ole Miss(13),Memphis,6.45
#518ac5,#f4ebe0,2022,Bowls,lendingtree bowl,242,2572,Rice,Southern Mississippi,6.45
#c8596e,#e0babb,2022,11,,103,152,Boston College,NC State(17),6.45
#7b7b7b,#3974ac,2015,7,,127,130,Michigan State(7),Michigan(12),6.45
#9b97aa,#7b7b7b,2018,6,,77,127,Northwestern,Michigan State(20),6.45
#4890c2,#3cb588,2021,11,,202,2655,Tulsa,Tulane,6.45
#38a690,#61a0ca,2018,6,,36,23,Colorado State,San José State,6.45
#345b9d,#4078be,2023,1,,2229,2348,Florida International,Louisiana Tech,6.45
#329870,#339a72,2021,1,,2502,62,Portland State,Hawai'i,6.45
#9e9292,#d98c8c,2020,12,,344,61,Mississippi State,Georgia(13),6.45
#e0babb,#c04054,2017,1,,152,2579,NC State,South Carolina,6.45
#5096c4,#4c4c4c,2017,5,,2005,167,Air Force,New Mexico,6.45
#14c14c14c,#c0437e,2015,11,,2649,2117,Toledo,Central Michigan,6.45
#cf6e75,#935531,2016,8,,193,189,Miami (OH),Bowling Green,6.45
#4c4c4c,#d98c8c,2016,7,,238,61,Vanderbilt,Georgia,6.45
#5096c4,#6e6e6e,2019,6,,2005,2426,Air Force,Navy,6.45
#4078be,#e0babb,2021,5,,2348,152,Louisiana Tech,NC State(23),6.45
#4c4c4c,#d07980,2016,11,,2026,2653,Appalachian State,Troy,6.45
#cc7a91,#4c4c4c,2015,2,,218,2132,Temple,Cincinnati,6.44
#39aa8c,#917e9c,2015,10,,58,151,South Florida,East Carolina,6.44
#85797a,#99a6b8,2018,10,,326,2247,Texas State,Georgia State,6.44
#917e9c,#4c4c4c,2023,3,,151,2026,East Carolina,Appalachian State,6.44
#cfa0a8,#6584b7,2018,11,,278,68,Fresno State(16),Boise State,6.44
#6e6e6e,#528bc5,2017,8,,2433,6,Louisiana Monroe,South Alabama,6.44
#cf6e75,#339969,2021,6,,193,2199,Miami (OH),Eastern Michigan,6.44
#7a8bd3,#3c60b4,2021,4,,2305,150,Kansas,Duke,6.44
#949494,#3f647f,2022,8,,264,25,Washington,California,6.44
#b57f81,#e6ccb3,2018,4,,166,2638,New Mexico State,UTEP,6.44
#a0a0a0,#c8596e,2021,12,,52,103,Florida State,Boston College,6.43
#9c9495,#3c60b4,2016,10,,259,150,Virginia Tech(23),Duke,6.43
#9e9292,#bb929a,2017,12,,344,8,Mississippi State(17),Arkansas,6.43
#528bc5,#d1bec1,2022,5,,6,309,South Alabama,Louisiana,6.43
#768897,#85797a,2023,4,,2440,326,Nevada,Texas State,6.43
#6f7cc9,#3871a6,2019,12,,2084,2309,Buffalo,Kent State,6.43
#57c78a,#6e6e6e,2023,6,,249,2426,North Texas,Navy,6.43
#3d75b8,#cc7a91,2023,6,,2636,218,UT San Antonio,Temple,6.43
#ede6cc,#ce6b6c,2016,1,,99,275,LSU(5),Wisconsin,6.43
#f4ebe0,#518ac5,2017,11,,2572,242,Southern Mississippi,Rice,6.42
#e6ccb3,#4078be,2022,6,,2638,2348,UTEP,Louisiana Tech,6.42
#e6c7b3,#afafaf,2020,10,,197,2306,Oklahoma State(14),Kansas State,6.42
#85b8d6,#76d198,2018,6,,2393,276,Middle Tennessee,Marshall,6.42
#e4d3c7,#d4969e,2023,8,,251,248,Texas(8),Houston,6.42
#5096c4,#3f7fbd,2016,4,,2005,328,Air Force,Utah State,6.42
#b5706d,#c6c3b4,2017,13,,84,2509,Indiana,Purdue,6.42
#315a93,#cc7a91,2015,9,,87,218,Notre Dame(9),Temple(21),6.42
#4c4c4c,#768897,2017,13,,2439,2440,UNLV,Nevada,6.42
#85797a,#d07980,2022,7,,326,2653,Texas State,Troy,6.42
#4c4c4c,#61a0ca,2016,9,,2439,23,UNLV,San José State,6.42
#3966ac,#d4969e,2020,7,,252,248,BYU(15),Houston,6.42
#e1bbbf,#cababb,2017,5,,2459,21,Northern Illinois,San Diego State(19),6.42
#3c60b4,#7a8bd3,2022,4,,150,2305,Duke,Kansas,6.42
#d6a286,#3870aa,2019,10,,204,12,Oregon State,Arizona,6.41
#f4ebe0,#57c78a,2020,5,,2572,249,Southern Mississippi,North Texas,6.41
#e2c9a6,#cababb,2023,1,,304,21,Idaho State,San Diego State,6.41
#d07980,#4abfc2,2021,9,,2653,324,Troy,Coastal Carolina(24),6.41
#cababb,#768897,2020,12,,21,2440,San Diego State,Nevada,6.41
#d88998,#afafaf,2020,5,,2641,2306,Texas Tech,Kansas State,6.41
#878787,#38a690,2020,10,,2751,36,Wyoming,Colorado State,6.41
#99a5bd,#339969,2019,4,,2115,2199,Central Connecticut,Eastern Michigan,6.41
#14c14c14c,#339969,2018,7,,2649,2199,Toledo,Eastern Michigan,6.41
#d1757a,#a0a0a0,2019,4,,97,52,Louisville,Florida State,6.41
#85b8d6,#5796c7,2021,13,,2393,2226,Middle Tennessee,Florida Atlantic,6.41
#868686,#14c14c14c,2015,13,,2711,2649,Western Michigan,Toledo(24),6.41
#c0437e,#868686,2021,10,,2117,2711,Central Michigan,Western Michigan,6.41
#bb929a,#9c9495,2016,Bowls,,8,259,Arkansas,Virginia Tech(16),6.41
#e4d3c7,#949494,2022,Bowls,valero alamo bowl,251,264,Texas(25),Washington(8),6.41
#3974ac,#b5706d,2017,7,,130,84,Michigan(17),Indiana,6.41
#61a0ca,#339a72,2017,7,,23,62,San José State,Hawai'i,6.41
#3f647f,#949494,2015,4,,25,264,California,Washington,6.4
#b83d6f,#c04054,2022,8,,245,2579,Texas A&M,South Carolina,6.4
#6e6e6e,#3cb588,2020,3,,2426,2655,Navy,Tulane,6.4
#4c4c4c,#e5d9c9,2016,1,,2026,2633,Appalachian State,Tennessee(9),6.4
#4e6192,#bb929a,2022,10,,2335,8,Liberty(23),Arkansas,6.4
#9c9495,#e7d3c6,2016,7,,259,183,Virginia Tech(17),Syracuse,6.4
#4c4c4c,#b5706d,2015,10,,2294,84,Iowa(10),Indiana,6.4
#ce6b6c,#ebd8ce,2023,8,,275,356,Wisconsin,Illinois,6.4
#c0425a,#6f82cf,2021,3,,333,57,Alabama(1),Florida(11),6.4
#dbbcc0,#3f7fbd,2017,1,,2754,221,Youngstown State,Pittsburgh,6.4
#eddbd5,#10d10c10a,2019,5,,228,153,Clemson(1),North Carolina,6.4
#e4d3c7,#e6dab3,2021,12,,251,277,Texas,West Virginia,6.4
#d1757a,#a0a0a0,2021,4,,97,52,Louisville,Florida State,6.4
#3d75b8,#d4969e,2023,1,,2636,248,UT San Antonio,Houston,6.39
#3aa07c,#4c4c4c,2016,3,,2449,2294,North Dakota State,Iowa(13),6.39
#d9c78e,#4abfc2,2022,1,,349,324,Army,Coastal Carolina,6.39
#3966ac,#7a8bd3,2023,4,,252,2305,BYU,Kansas,6.39
#14c14c14c,#339969,2022,9,,2649,2199,Toledo,Eastern Michigan,6.39
#39aa8c,#cc7a91,2016,8,,58,218,South Florida,Temple,6.39
#c86781,#d6a286,2020,10,,265,204,Washington State,Oregon State,6.39
#d98c8c,#c0425a,2020,7,,61,333,Georgia(3),Alabama(2),6.39
#14c14c14c,#5796c7,2020,5,,2429,2226,Charlotte,Florida Atlantic,6.39
#359f7d,#4e6192,2022,2,,5,2335,UAB,Liberty,6.39
#a33cb5,#b57f81,2018,10,,2016,166,Alcorn State,New Mexico State,6.38
#359f7d,#e6c6c7,2022,8,,5,98,UAB,Western Kentucky,6.38
#4078be,#528bc5,2018,1,,2348,6,Louisiana Tech,South Alabama,6.38
#61a0ca,#cfa0a8,2016,13,,23,278,San José State,Fresno State,6.38
#14c14c14c,#99a6b8,2015,1,,2429,2247,Charlotte,Georgia State,6.38
#315a93,#f0e9d3,2018,13,,87,30,Notre Dame(3),USC,6.38
#768897,#9b97aa,2017,1,,2440,77,Nevada,Northwestern,6.38
#878787,#4c4c4c,2020,14,,2751,167,Wyoming,New Mexico,6.38
#528bc5,#4b83c3,2020,9,,6,290,South Alabama,Georgia Southern,6.38
#cf6e75,#3871a6,2017,7,,193,2309,Miami (OH),Kent State,6.38
#339a72,#cfa0a8,2016,12,,62,278,Hawai'i,Fresno State,6.37
#a6a6a6,#afafaf,2019,8,,2628,2306,TCU,Kansas State,6.37
#6584b7,#38a690,2021,9,,68,36,Boise State,Colorado State,6.37
#4c4c4c,#73a6d0,2020,11,,238,96,Vanderbilt,Kentucky,6.37
#85797a,#4abfc2,2019,14,,326,324,Texas State,Coastal Carolina,6.37
#4078be,#e6ccb3,2015,12,,2348,2638,Louisiana Tech,UTEP,6.37
#b8b8b8,#e0babb,2022,10,,154,152,Wake Forest(20),NC State(21),6.37
#7a8bd3,#afafaf,2018,11,,2305,2306,Kansas,Kansas State,6.37
#57c78a,#3d75b8,2018,13,,249,2636,North Texas,UT San Antonio,6.37
#d6a286,#3f647f,2023,6,,204,25,Oregon State(15),California,6.37
#c47e80,#3871a6,2017,2,,47,2309,Howard,Kent State,6.37
#3f78bc,#8e8e8e,2021,2,,2184,195,Duquesne,Ohio,6.37
#917e9c,#4c4c4c,2016,8,,151,2132,East Carolina,Cincinnati,6.37
#e4d3c7,#afafaf,2022,10,,251,2306,Texas,Kansas State(13),6.37
#61a0ca,#14c14c14c,2023,3,,23,2649,San José State,Toledo,6.37
#3cb588,#768897,2020,Bowls,famous idaho potato bowl,2655,2440,Tulane,Nevada,6.37
#39aa8c,#c8595f,2018,6,,58,113,South Florida,UMass,6.37
#5796c7,#76d198,2016,7,,2226,276,Florida Atlantic,Marshall,6.37
#3c60b4,#e0babb,2020,7,,150,152,Duke,NC State,6.37
#c45050,#e4d3c7,2019,7,,201,251,Oklahoma(6),Texas(11),6.37
#4c4c4c,#cfa0a8,2023,9,,2439,278,UNLV,Fresno State,6.37
#e9cdc6,#b8b8b8,2016,10,,258,154,Virginia,Wake Forest,6.37
#d6a286,#c6c3b4,2021,1,,204,2509,Oregon State,Purdue,6.36
#d1757a,#4c4c4c,2022,2,,97,2116,Louisville,UCF,6.36
#c04054,#bb929a,2022,2,,2579,8,South Carolina,Arkansas(16),6.36
#878787,#5096c4,2023,7,,2751,2005,Wyoming,Air Force,6.36
#d07980,#d1bec1,2022,10,,2653,309,Troy,Louisiana,6.36
#d1bec1,#4b83c3,2021,4,,309,290,Louisiana,Georgia Southern,6.36
#dc9797,#e1bbbf,2015,6,,2050,2459,Ball State,Northern Illinois,6.36
#85797a,#38a98a,2023,1,,326,239,Texas State,Baylor,6.36
#5096c4,#d9c78e,2020,16,,2005,349,Air Force,Army,6.36
#3c60b4,#9b97aa,2016,3,,150,77,Duke,Northwestern,6.36
#cc7a91,#b8b8b8,2016,Bowls,military bowl presented by northrop grumman,218,154,Temple,Wake Forest,6.36
#ce6b6c,#ebd8ce,2019,8,,275,356,Wisconsin(6),Illinois,6.36
#b8b8b8,#3c60b4,2016,2,,154,150,Wake Forest,Duke,6.36
#4c4c4c,#e0cbcc,2022,8,,2132,2567,Cincinnati(21),SMU,6.36
#3871a6,#cf6e75,2022,6,,2309,193,Kent State,Miami (OH),6.36
#4c4c4c,#4c4c4c,2017,7,,2026,70,Appalachian State,Idaho,6.36
#73a6d0,#3853a9,2022,5,,96,145,Kentucky(7),Ole Miss(14),6.36
#3671a1,#a0a0a0,2020,2,,59,52,Georgia Tech,Florida State,6.35
#878787,#cababb,2019,7,,2751,21,Wyoming,San Diego State,6.35
#e2a9ae,#4c4c4c,2020,13,,158,2294,Nebraska,Iowa,6.35
#ddb4b6,#85797a,2022,12,,2032,326,Arkansas State,Texas State,6.35
#e9cdc6,#b8b8b8,2020,7,,258,154,Virginia,Wake Forest,6.35
#339a72,#4c4c4c,2023,1,,62,238,Hawai'i,Vanderbilt,6.35
#d4969e,#3667a3,2015,12,,248,41,Houston(13),Connecticut,6.35
#4e6192,#e6c6c7,2020,3,,2335,98,Liberty,Western Kentucky,6.35
#c0425a,#b83d6f,2023,6,,333,245,Alabama(11),Texas A&M,6.35
#b83d6f,#3853a9,2021,11,,245,145,Texas A&M(11),Ole Miss(12),6.35
#c8596e,#3f7fbd,2019,14,,103,221,Boston College,Pittsburgh,6.35
#4c4c4c,#4c4c4c,2021,9,,142,238,Missouri,Vanderbilt,6.35
#57c78a,#f4ebe0,2017,5,,249,2572,North Texas,Southern Mississippi,6.35
#c6c3b4,#9b97aa,2015,11,,2509,77,Purdue,Northwestern(24),6.35
#e1bbbf,#3e72b9,2018,10,,2459,2006,Northern Illinois,Akron,6.34
#4c4c4c,#e2a9ae,2021,13,,2294,158,Iowa(17),Nebraska,6.34
#b39ba0,#3966ac,2021,3,,9,252,Arizona State(19),BYU(23),6.34
#935531,#4e6192,2023,1,,189,2335,Bowling Green,Liberty,6.34
#cc7a91,#315a93,2022,7,,24,87,Stanford,Notre Dame,6.34
#768897,#61a0ca,2020,15,,2440,23,Nevada,San José State,6.34
#3f647f,#3966ac,2018,2,,25,252,California,BYU,6.34
#459d6b,#f0e9d3,2020,16,,2483,30,Oregon,USC(13),6.34
#a6a0a1,#afafaf,2021,2,,79,2306,Southern Illinois,Kansas State,6.34
#d07980,#6e6e6e,2018,4,,2653,2433,Troy,Louisiana Monroe,6.34
#37a574,#345b9d,2019,13,,2390,2229,Miami,Florida International,6.34
#565656,#3667a3,2021,1,,107,41,Holy Cross,Connecticut,6.34
#3cb588,#c8595f,2016,5,,2655,113,Tulane,UMass,6.34
#a0a0a0,#eddbd5,2015,10,,52,228,Florida State(17),Clemson(3),6.34
#4c4c4c,#cf6e75,2017,3,,2132,193,Cincinnati,Miami (OH),6.33
#4c4c4c,#339a72,2016,9,,167,62,New Mexico,Hawai'i,6.33
#768897,#3f647f,2021,1,,2440,25,Nevada,California,6.33
#878787,#38a690,2022,11,,2751,36,Wyoming,Colorado State,6.33
#e2a9ae,#459d6b,2017,2,,158,2483,Nebraska,Oregon,6.33
#5ea3c9,#949494,2021,7,,26,264,UCLA,Washington,6.33
#e0cbcc,#d4969e,2017,6,,2567,248,SMU,Houston,6.33
#917e9c,#519bc5,2019,5,,151,295,East Carolina,Old Dominion,6.33
#d1757a,#e0babb,2017,6,,97,152,Louisville(17),NC State(24),6.33
#917e9c,#3d75b8,2023,9,,151,2636,East Carolina,UT San Antonio,6.33
#9b97aa,#d8c2c0,2016,9,,77,194,Northwestern,Ohio State(6),6.33
#4c4c4c,#c8596e,2017,Bowls,new era pinstripe bowl,2294,103,Iowa,Boston College,6.33
#949494,#3e70b8,2017,Bowls,,264,213,Washington(16),Penn State(8),6.33
#3d75b8,#518ac5,2016,7,,2636,242,UT San Antonio,Rice,6.33
#b8939a,#ce6b6c,2022,13,,135,275,Minnesota,Wisconsin,6.33
#dbbcc0,#3f7fbd,2015,1,,2754,221,Youngstown State,Pittsburgh,6.33
#6f82cf,#4c4c4c,2022,12,,57,238,Florida,Vanderbilt,6.33
#949494,#c85a68,2016,9,,264,254,Washington(4),Utah(17),6.32
#3671a1,#10d10c10a,2022,12,,59,153,Georgia Tech,North Carolina(13),6.32
#4c4c4c,#6e6e6e,2017,4,,2132,2426,Cincinnati,Navy,6.32
#5096c4,#878787,2016,6,,2005,2751,Air Force,Wyoming,6.32
#4c4c4c,#b5706d,2021,3,,2132,84,Cincinnati(8),Indiana,6.32
#e6ccb3,#5796c7,2021,9,,2638,2226,UTEP,Florida Atlantic,6.32
#d8c2c0,#3974ac,2021,13,,194,130,Ohio State(2),Michigan(6),6.32
#d8c2c0,#3e70b8,2016,8,,194,213,Ohio State(2),Penn State,6.32
#579ec7,#9e9292,2016,9,,2535,344,Samford,Mississippi State,6.32
#f0e9d3,#f4f4f4,2015,11,,30,38,USC,Colorado,6.32
#bf405a,#e6c7b3,2022,11,,66,197,Iowa State,Oklahoma State,6.32
#9156c7,#d07980,2023,3,,256,2653,James Madison,Troy,6.32
#459d6b,#d6a286,2016,13,,2483,204,Oregon,Oregon State,6.32
#db93a2,#e0babb,2022,Bowls,duke's mayo bowl,120,152,Maryland,NC State,6.32
#b8b8b8,#d9c78e,2015,3,,154,349,Wake Forest,Army,6.32
#359f7d,#518ac5,2022,5,,5,242,UAB,Rice,6.32
#37a574,#4c4c4c,2015,5,,2390,2132,Miami,Cincinnati,6.32
#9b97aa,#7b7b7b,2020,13,,77,127,Northwestern(11),Michigan State,6.31
#ddb4b6,#4078be,2015,Bowls,r+l carriers new orleans bowl,2032,2348,Arkansas State,Louisiana Tech,6.31
#ce6b6c,#37a574,2017,Bowls,,275,2390,Wisconsin(7),Miami(13),6.31
#61a0ca,#339a72,2021,3,,23,62,San José State,Hawai'i,6.31
#c86781,#b39ba0,2023,9,,265,9,Washington State,Arizona State,6.31
#14c14c14c,#cababb,2022,4,,2649,21,Toledo,San Diego State,6.31
#5096c4,#38a690,2017,9,,2005,36,Air Force,Colorado State,6.31
#768897,#14c14c14c,2018,4,,2440,2649,Nevada,Toledo,6.31
#c8596e,#e0babb,2016,9,,103,152,Boston College,NC State,6.31
#d8c2c0,#ce6b6c,2017,14,,194,275,Ohio State(8),Wisconsin(3),6.31
#dc9797,#cf6e75,2022,13,,2050,193,Ball State,Miami (OH),6.31
#ebd8ce,#b8939a,2015,12,,356,135,Illinois,Minnesota,6.31
#b5706d,#3e70b8,2023,9,,84,213,Indiana,Penn State(10),6.31
#cf6e75,#dc9797,2019,14,,193,2050,Miami (OH),Ball State,6.31
#d07980,#4e6192,2018,7,,2653,2335,Troy,Liberty,6.31
#57c78a,#4c4c4c,2021,6,,249,142,North Texas,Missouri,6.31
#e0babb,#a0a0a0,2017,4,,152,52,NC State,Florida State(12),6.31
#d4969e,#4890c2,2015,5,,248,202,Houston,Tulsa,6.31
#3f647f,#c86781,2018,10,,25,265,California,Washington State(10),6.31
#d1757a,#3f7fbd,2015,12,,97,221,Louisville,Pittsburgh,6.31
