away_color,home_color,season,week,notes,away_id,home_id,away_team,home_team,game_rating
#4e6192,#c8595f,2018,10,,2335,113,Liberty,UMass,9.53
#85797a,#8e8e8e,2016,1,,326,195,Texas State,Ohio,9.47
#868686,#6f7cc9,2017,6,,2711,2084,Western Michigan,Buffalo,9.39
#d8c2c0,#db93a2,2018,12,,194,120,Ohio State(9),Maryland,9.29
#e5d9c9,#c6c3b4,2021,Bowls,transperfect music city bowl,2633,2509,Tennessee,Purdue,9.25
#c45050,#d88998,2022,13,,201,2641,Oklahoma,Texas Tech,9.23
#878787,#4c4c4c,2016,11,,2751,2439,Wyoming,UNLV,9.23
#5880c8,#4c4c4c,2017,14,,235,2116,Memphis(16),UCF(12),9.22
#14c14c14c,#3966ac,2016,5,,2649,252,Toledo,BYU,9.21
#b5706d,#3c60b4,2015,Bowls,new era pinstripe bowl,84,150,Indiana,Duke,9.15
#ede6cc,#b83d6f,2018,13,,99,245,LSU(8),Texas A&M,9.13
#10d10c10a,#9c9495,2019,8,,153,259,North Carolina,Virginia Tech,9.09
#bb929a,#3853a9,2021,6,,8,145,Arkansas(13),Ole Miss(17),9.08
#cf6e75,#3871a6,2021,13,,193,2309,Miami (OH),Kent State,9.07
#5796c7,#4890c2,2015,1,,2226,202,Florida Atlantic,Tulsa,9.02
#459d6b,#b39ba0,2015,9,,2483,9,Oregon,Arizona State,9.01
#7a8bd3,#e4d3c7,2021,11,,2305,251,Kansas,Texas,8.94
#b8b8b8,#b83d6f,2017,Bowls,,154,245,Wake Forest,Texas A&M,8.92
#d6a286,#c86781,2019,13,,204,265,Oregon State,Washington State,8.87
#b8b8b8,#10d10c10a,2021,10,,154,153,Wake Forest(10),North Carolina,8.87
#4c4c4c,#4b83c3,2022,13,,2026,290,Appalachian State,Georgia Southern,8.85
#10d10c10a,#e7d3c6,2018,8,,153,183,North Carolina,Syracuse,8.8
#7a8bd3,#bb929a,2022,Bowls,autozone liberty bowl,2305,8,Kansas,Arkansas,8.8
#4c4c4c,#bb929a,2017,13,,142,8,Missouri,Arkansas,8.79
#5880c8,#917e9c,2022,7,,235,151,Memphis,East Carolina,8.79
#d5a6af,#b5706d,2015,7,,164,84,Rutgers,Indiana,8.77
#af5868,#935531,2022,2,,2198,189,Eastern Kentucky,Bowling Green,8.76
#459d6b,#3f647f,2016,8,,2483,25,Oregon,California,8.74
#c45050,#e6dab3,2018,13,,201,277,Oklahoma(6),West Virginia(12),8.74
#bb929a,#3853a9,2015,10,,8,145,Arkansas,Ole Miss(19),8.73
#4890c2,#14c14c14c,2017,3,,202,2649,Tulsa,Toledo,8.72
#339a72,#61a0ca,2018,5,,62,23,Hawai'i,San José State,8.71
#bb929a,#4c4c4c,2020,14,,8,142,Arkansas,Missouri,8.69
#d88998,#38a98a,2019,7,,2641,239,Texas Tech,Baylor(22),8.69
#3d75b8,#85797a,2020,2,,2636,326,UT San Antonio,Texas State,8.66
#6584b7,#38a690,2017,11,,68,36,Boise State,Colorado State,8.65
#e6ccb3,#b57f81,2015,3,,2638,166,UTEP,New Mexico State,8.65
#e0cbcc,#4890c2,2016,6,,2567,202,SMU,Tulsa,8.62
#d98c8c,#c45050,2017,Bowls,rose bowl game presented by northwestern mutual - cfp semifinal,61,201,Georgia(2),Oklahoma(3),8.61
#9e9292,#bb929a,2015,12,,344,8,Mississippi State,Arkansas,8.6
#a6a0a1,#b5706d,2015,1,,79,84,Southern Illinois,Indiana,8.59
#315a93,#e4d3c7,2016,1,,87,251,Notre Dame(10),Texas,8.58
#4c4c4c,#4890c2,2016,13,,2132,202,Cincinnati,Tulsa,8.57
#3f7fbd,#b8b8b8,2019,1,,328,154,Utah State,Wake Forest,8.57
#5ea3c9,#5880c8,2017,3,,26,235,UCLA(25),Memphis,8.57
#c0425a,#e5d9c9,2022,7,,333,2633,Alabama(3),Tennessee(6),8.57
#868686,#dc9797,2018,12,,2711,2050,Western Michigan,Ball State,8.57
#e0cbcc,#3cb588,2020,7,,2567,2655,SMU(17),Tulane,8.56
#b8b8b8,#10d10c10a,2020,11,,154,153,Wake Forest,North Carolina,8.56
#4b83c3,#e2a9ae,2022,2,,290,158,Georgia Southern,Nebraska,8.56
#6584b7,#c86781,2017,2,,68,265,Boise State,Washington State(20),8.56
#ce6b6c,#c6c3b4,2018,12,,275,2509,Wisconsin,Purdue,8.56
#ddb4b6,#85797a,2020,12,,2032,326,Arkansas State,Texas State,8.55
#eddbd5,#b8b8b8,2022,4,,228,154,Clemson(5),Wake Forest(21),8.55
#99a6b8,#ddb4b6,2020,7,,2247,2032,Georgia State,Arkansas State,8.55
#b8939a,#db93a2,2020,9,,135,120,Minnesota,Maryland,8.54
#3870aa,#3f647f,2017,8,,12,25,Arizona,California,8.54
#7a8bd3,#e4d3c7,2019,8,,2305,251,Kansas,Texas(15),8.53
#f0e9d3,#3f647f,2023,9,,30,25,USC(24),California,8.53
#38a98a,#e4d3c7,2016,9,,239,251,Baylor(8),Texas,8.53
#6e6e6e,#d1bec1,2017,4,,2433,309,Louisiana Monroe,Louisiana,8.51
#5ea3c9,#c86781,2019,4,,26,265,UCLA,Washington State(19),8.5
#ede6cc,#3853a9,2023,5,,99,145,LSU(13),Ole Miss(20),8.49
#3d75b8,#d9c78e,2022,2,,2636,349,UT San Antonio,Army,8.48
#3f647f,#d6a286,2016,6,,25,204,California,Oregon State,8.48
#3853a9,#73a6d0,2020,5,,145,96,Ole Miss,Kentucky,8.47
#4c4c4c,#5880c8,2020,7,,2116,235,UCF,Memphis,8.47
#d1757a,#b8b8b8,2019,7,,97,154,Louisville,Wake Forest(19),8.47
#4c4c4c,#5880c8,2015,4,,2132,235,Cincinnati,Memphis,8.46
#b57f81,#4c4c4c,2019,4,,166,167,New Mexico State,New Mexico,8.46
#339969,#14c14c14c,2021,10,,2199,2649,Eastern Michigan,Toledo,8.46
#4c4c4c,#bf405a,2017,2,,2294,66,Iowa,Iowa State,8.46
#c04054,#3853a9,2018,10,,2579,145,South Carolina,Ole Miss,8.45
#b5706d,#c6c3b4,2019,14,,84,2509,Indiana,Purdue,8.45
#f4f4f4,#459d6b,2016,4,,38,2483,Colorado,Oregon,8.45
#a6a6a6,#d88998,2015,4,,2628,2641,TCU(3),Texas Tech,8.44
#c45050,#e6c7b3,2017,10,,201,197,Oklahoma(8),Oklahoma State(11),8.44
#e4d3c7,#c45050,2020,6,,251,201,Texas(22),Oklahoma,8.42
#85b8d6,#e6c6c7,2017,12,,2393,98,Middle Tennessee,Western Kentucky,8.41
#cc7a91,#f4f4f4,2023,7,,24,38,Stanford,Colorado,8.4
#f0e9d3,#5ea3c9,2022,12,,30,26,USC(7),UCLA(16),8.4
#b83d6f,#bb929a,2017,4,,245,8,Texas A&M,Arkansas,8.4
#38a98a,#e6dab3,2022,7,,239,277,Baylor,West Virginia,8.39
#bb929a,#a6a6a6,2016,2,,8,2628,Arkansas,TCU(15),8.39
#e6dab3,#b39ba0,2015,Bowls,motel 6 cactus bowl,277,9,West Virginia,Arizona State,8.39
#3c60b4,#9c9495,2015,8,,150,259,Duke(23),Virginia Tech,8.39
#518ac5,#4078be,2022,8,,242,2348,Rice,Louisiana Tech,8.38
#4890c2,#cfa0a8,2016,4,,202,278,Tulsa,Fresno State,8.38
#b8b8b8,#e7d3c6,2021,6,,154,183,Wake Forest(19),Syracuse,8.37
#d1bec1,#3cb588,2016,4,,309,2655,Louisiana,Tulane,8.37
#e5d9c9,#3671a1,2017,1,,2633,59,Tennessee(25),Georgia Tech,8.37
#e4d3c7,#d88998,2020,4,,251,2641,Texas(8),Texas Tech,8.35
#e2a9ae,#9b97aa,2018,7,,158,77,Nebraska,Northwestern,8.35
#4c4c4c,#917e9c,2019,10,,2132,151,Cincinnati(17),East Carolina,8.34
#14c14c14c,#99a6b8,2022,3,,2429,2247,Charlotte,Georgia State,8.34
#10d10c10a,#4c4c4c,2022,1,,153,2026,North Carolina,Appalachian State,8.34
#5880c8,#935531,2015,3,,235,189,Memphis,Bowling Green,8.33
#b39ba0,#3f647f,2015,13,,9,25,Arizona State,California,8.33
#9156c7,#e0cbcc,2015,4,,256,2567,James Madison,SMU,8.33
#3974ac,#d5a6af,2020,12,,130,164,Michigan,Rutgers,8.33
#4c4c4c,#345b9d,2022,1,,2803,2229,Bryant,Florida International,8.32
#3870aa,#f0e9d3,2023,6,,12,30,Arizona,USC(9),8.32
#73a6d0,#d1757a,2016,13,,96,97,Kentucky,Louisville(11),8.31
#3974ac,#b5706d,2015,11,,130,84,Michigan(15),Indiana,8.29
#f0e9d3,#c85a68,2022,7,,30,254,USC(7),Utah(20),8.29
#76d198,#85b8d6,2015,10,,276,2393,Marshall,Middle Tennessee,8.28
#d1bec1,#99a6b8,2020,3,,309,2247,Louisiana(19),Georgia State,8.28
#f0e9d3,#3e70b8,2016,Bowls,rose bowl game pres. by northwestern mutual,30,213,USC(3),Penn State(7),8.28
#315a93,#a0a0a0,2021,1,,87,52,Notre Dame(9),Florida State,8.28
#d88998,#39aa8c,2017,Bowls,birmingham bowl,2641,58,Texas Tech,South Florida(21),8.28
#cc7a91,#5ea3c9,2020,16,,24,26,Stanford,UCLA,8.27
#d4969e,#5880c8,2016,13,,248,235,Houston(18),Memphis,8.27
#ddb4b6,#d07980,2019,5,,2032,2653,Arkansas State,Troy,8.26
#39aa8c,#4c4c4c,2017,13,,58,2116,South Florida(22),UCF(13),8.26
#4c4c4c,#b57f81,2015,9,,70,166,Idaho,New Mexico State,8.26
#e5d9c9,#b83d6f,2016,6,,2633,245,Tennessee(9),Texas A&M(8),8.26
#eddbd5,#a0a0a0,2016,9,,228,52,Clemson(3),Florida State(12),8.25
#afafaf,#e4d3c7,2017,6,,2306,251,Kansas State,Texas,8.24
#e6c6c7,#b5706d,2022,3,,98,84,Western Kentucky,Indiana,8.23
#917e9c,#5880c8,2021,11,,151,235,East Carolina,Memphis,8.23
#ede6cc,#6f82cf,2020,15,,99,57,LSU,Florida(6),8.23
#3f7fbd,#eddbd5,2016,11,,221,228,Pittsburgh,Clemson(3),8.22
#f4f4f4,#a6a6a6,2023,1,,38,2628,Colorado,TCU(17),8.22
#4890c2,#878787,2022,1,,202,2751,Tulsa,Wyoming,8.22
#3f7fbd,#5096c4,2021,3,,328,2005,Utah State,Air Force,8.22
#868686,#3f7fbd,2021,3,,2711,221,Western Michigan,Pittsburgh,8.21
#e6c7b3,#c45050,2018,11,,197,201,Oklahoma State,Oklahoma(6),8.21
#10d10c10a,#b8b8b8,2022,11,,153,154,North Carolina(15),Wake Forest,8.21
#6e6e6e,#a0a0a0,2019,2,,2433,52,Louisiana Monroe,Florida State,8.21
#3f7fbd,#e6c7b3,2016,3,,221,197,Pittsburgh,Oklahoma State,8.19
#dc9797,#3871a6,2019,13,,2050,2309,Ball State,Kent State,8.19
#3870aa,#339a72,2019,1,,12,62,Arizona,Hawai'i,8.19
#e1bbbf,#878787,2016,1,,2459,2751,Northern Illinois,Wyoming,8.19
#b8b8b8,#e0babb,2020,3,,154,152,Wake Forest,NC State,8.18
#6f82cf,#ede6cc,2021,7,,57,99,Florida(20),LSU,8.18
#4c4c4c,#6e6e6e,2023,5,,2026,2433,Appalachian State,Louisiana Monroe,8.17
#3f7fbd,#c8596e,2020,6,,221,103,Pittsburgh,Boston College,8.17
#c85a68,#5ea3c9,2016,8,,254,26,Utah(19),UCLA,8.17
#d88998,#e6c7b3,2016,11,,2641,197,Texas Tech,Oklahoma State(17),8.16
#3cb588,#f0e9d3,2022,Bowls,goodyear cotton bowl classic,2655,30,Tulane(9),USC(12),8.15
#888888,#4078be,2021,2,,2545,2348,Southeastern Louisiana,Louisiana Tech,8.15
#3e70b8,#b5706d,2020,8,,213,84,Penn State(8),Indiana,8.15
#4890c2,#e0cbcc,2019,6,,202,2567,Tulsa,SMU(24),8.15
#10d10c10a,#3671a1,2023,9,,153,59,North Carolina(17),Georgia Tech,8.15
#459d6b,#c86781,2022,4,,2483,265,Oregon(15),Washington State,8.15
#4e6192,#38a98a,2017,1,,2335,239,Liberty,Baylor,8.14
#d9c78e,#57c78a,2017,12,,349,249,Army,North Texas,8.14
#e6dab3,#e4d3c7,2018,10,,277,251,West Virginia(12),Texas(15),8.14
#d88998,#e4d3c7,2015,13,,2641,251,Texas Tech,Texas,8.14
#61a0ca,#4c4c4c,2019,13,,23,2439,San José State,UNLV,8.14
#d4969e,#d88998,2022,2,,248,2641,Houston(25),Texas Tech,8.14
#5096c4,#61a0ca,2016,12,,2005,23,Air Force,San José State,8.13
#e4d3c7,#3f647f,2016,3,,251,25,Texas(11),California,8.13
#eddbd5,#315a93,2020,10,,228,87,Clemson(1),Notre Dame(4),8.13
#5796c7,#57c78a,2018,12,,2226,249,Florida Atlantic,North Texas,8.13
#339a72,#cababb,2018,13,,62,21,Hawai'i,San Diego State,8.13
#c86781,#459d6b,2015,6,,265,2483,Washington State,Oregon,8.13
#c0425a,#ede6cc,2022,10,,333,99,Alabama(6),LSU(15),8.13
#afafaf,#38a98a,2018,6,,2306,239,Kansas State,Baylor,8.13
#c0425a,#436fa6,2019,14,,333,2,Alabama(5),Auburn(16),8.11
#e6c7b3,#a6a6a6,2022,7,,197,2628,Oklahoma State(8),TCU(13),8.11
#d1bec1,#b57f81,2016,5,,309,166,Louisiana,New Mexico State,8.11
#10d10c10a,#3c60b4,2022,7,,153,150,North Carolina,Duke,8.11
#e0babb,#b8b8b8,2021,11,,152,154,NC State(21),Wake Forest(13),8.1
#c8596e,#d1757a,2017,7,,103,97,Boston College,Louisville,8.1
#d5a6af,#db93a2,2020,15,,164,120,Rutgers,Maryland,8.09
#b5706d,#db93a2,2017,9,,84,120,Indiana,Maryland,8.09
#d8c2c0,#d98c8c,2022,Bowls,cfp semifinal at the chick-fil-a peach bowl,194,61,Ohio State(4),Georgia(1),8.09
#4c4c4c,#4c4c4c,2016,4,,70,2439,Idaho,UNLV,8.08
#e5d9c9,#73a6d0,2021,10,,2633,96,Tennessee,Kentucky(18),8.08
#37a574,#e0babb,2020,10,,2390,152,Miami(11),NC State,8.08
#d07980,#4abfc2,2019,10,,2653,324,Troy,Coastal Carolina,8.08
#e6c7b3,#afafaf,2016,10,,197,2306,Oklahoma State(22),Kansas State,8.08
#768897,#38a690,2017,7,,2440,36,Nevada,Colorado State,8.07
#57c78a,#518ac5,2016,4,,249,242,North Texas,Rice,8.07
#db93a2,#d5a6af,2015,13,,120,164,Maryland,Rutgers,8.07
#3cb588,#e0cbcc,2017,13,,2655,2567,Tulane,SMU,8.07
#b39ba0,#3870aa,2022,13,,9,12,Arizona State,Arizona,8.07
#4c4c4c,#6e6e6e,2017,10,,2026,2433,Appalachian State,Louisiana Monroe,8.07
#c0425a,#eddbd5,2015,Bowls,cfp national championship game pres. by at&t,333,228,Alabama(1),Clemson(2),8.06
#4e6192,#4abfc2,2020,Bowls,fbc mortgage cure bowl,2335,324,Liberty(17),Coastal Carolina(14),8.06
#339a72,#3966ac,2019,Bowls,sofi hawai'i bowl,62,252,Hawai'i,BYU,8.06
#e2a9ae,#f4f4f4,2019,2,,158,38,Nebraska(25),Colorado,8.06
#e2a9ae,#9b97aa,2022,1,,158,77,Nebraska,Northwestern,8.06
#4c4c4c,#3f7fbd,2019,4,,2116,221,UCF(15),Pittsburgh,8.06
#5096c4,#768897,2021,12,,2005,2440,Air Force,Nevada,8.06
#d4969e,#518ac5,2023,2,,248,242,Houston,Rice,8.06
#e1bbbf,#3871a6,2021,10,,2459,2309,Northern Illinois,Kent State,8.06
#85b8d6,#4c4c4c,2016,8,,2393,142,Middle Tennessee,Missouri,8.05
#c45050,#a0a0a0,2022,Bowls,cheez-it bowl,201,52,Oklahoma,Florida State(11),8.05
#c6c3b4,#ebd8ce,2016,6,,2509,356,Purdue,Illinois,8.04
#c45050,#d88998,2018,10,,201,2641,Oklahoma(7),Texas Tech,8.04
#38a98a,#bf405a,2016,5,,239,66,Baylor(13),Iowa State,8.04
#868686,#935531,2018,7,,2711,189,Western Michigan,Bowling Green,8.04
#f4ebe0,#85797a,2015,3,,2572,326,Southern Mississippi,Texas State,8.04
#57c78a,#345b9d,2023,2,,249,2229,North Texas,Florida International,8.04
#c85a68,#d8c2c0,2021,Bowls,rose bowl game pres. by capital one venture x,254,194,Utah(12),Ohio State(6),8.04
#85b8d6,#518ac5,2020,8,,2393,242,Middle Tennessee,Rice,8.04
#85b8d6,#14c14c14c,2021,4,,2393,2429,Middle Tennessee,Charlotte,8.04
#c8596e,#d1757a,2019,6,,103,97,Boston College,Louisville,8.04
#cfa0a8,#528bc5,2016,4,,2447,6,Nicholls,South Alabama,8.04
#5880c8,#4890c2,2019,9,,235,202,Memphis,Tulsa,8.03
#e6c7b3,#315a93,2021,Bowls,playstation fiesta bowl,197,87,Oklahoma State(7),Notre Dame(8),8.03
#5880c8,#e0cbcc,2020,5,,235,2567,Memphis(25),SMU,8.03
#d98c8c,#4c4c4c,2016,3,,61,142,Georgia(16),Missouri,8.03
#4078be,#6e6e6e,2016,Bowls,lockheed martin armed forces bowl,2348,2426,Louisiana Tech,Navy,8.02
#4e6192,#f4ebe0,2022,1,,2335,2572,Liberty,Southern Mississippi,8.02
#c0437e,#dc9797,2019,12,,2117,2050,Central Michigan,Ball State,8.02
#e9cdc6,#d1757a,2021,6,,258,97,Virginia,Louisville,8.02
#4c4c4c,#10d10c10a,2023,2,,2026,153,Appalachian State,North Carolina(17),8.02
#436fa6,#bb929a,2015,8,,2,8,Auburn,Arkansas,8.02
#38a690,#339a72,2021,12,,36,62,Colorado State,Hawai'i,8.01
#d6a286,#f4f4f4,2021,10,,204,38,Oregon State,Colorado,8.01
#4c4c4c,#e6c6c7,2016,4,,238,98,Vanderbilt,Western Kentucky,8.01
#38a690,#f4f4f4,2023,3,,36,38,Colorado State,Colorado(18),8.01
#57c78a,#e6ccb3,2020,15,,249,2638,North Texas,UTEP,8.0
#9156c7,#4b83c3,2022,7,,256,290,James Madison(25),Georgia Southern,8.0
#8e8e8e,#3871a6,2022,5,,195,2309,Ohio,Kent State,8.0
#b8939a,#3e70b8,2016,5,,135,213,Minnesota,Penn State,7.99
#c86781,#b39ba0,2019,7,,265,9,Washington State,Arizona State(18),7.99
#3853a9,#73a6d0,2017,10,,145,96,Ole Miss,Kentucky,7.99
#7b7b7b,#e2a9ae,2015,10,,127,158,Michigan State(6),Nebraska,7.99
#e6dab3,#e6c7b3,2018,12,,277,197,West Virginia(7),Oklahoma State,7.99
#e2c9a6,#4e6192,2018,8,,304,2335,Idaho State,Liberty,7.98
#d07980,#4c4c4c,2015,9,,2653,2026,Troy,Appalachian State,7.98
#3853a9,#4c4c4c,2018,12,,145,238,Ole Miss,Vanderbilt,7.98
#afafaf,#d88998,2017,10,,2306,2641,Kansas State,Texas Tech,7.98
#4e6192,#b8b8b8,2022,3,,2335,154,Liberty,Wake Forest(19),7.97
#e2a9ae,#ebd8ce,2019,4,,158,356,Nebraska,Illinois,7.97
#e6c7b3,#bf405a,2017,11,,197,66,Oklahoma State(12),Iowa State(24),7.97
#3f647f,#e4d3c7,2015,3,,25,251,California,Texas,7.97
#3c60b4,#14c14c14c,2021,1,,150,2429,Duke,Charlotte,7.97
#339969,#dc9797,2016,11,,2199,2050,Eastern Michigan,Ball State,7.97
#e6c6c7,#85b8d6,2016,7,,98,2393,Western Kentucky,Middle Tennessee,7.97
#38a98a,#4c4c4c,2018,Bowls,academy sports + outdoors texas bowl,239,238,Baylor,Vanderbilt,7.95
#949494,#459d6b,2022,11,,264,2483,Washington(24),Oregon(6),7.95
#76d198,#4c4c4c,2021,4,,276,2026,Marshall,Appalachian State,7.95
#f0e9d3,#5ea3c9,2020,15,,30,26,USC(16),UCLA,7.95
#e6c6c7,#b5706d,2015,3,,98,84,Western Kentucky,Indiana,7.95
#bb929a,#3853a9,2017,9,,8,145,Arkansas,Ole Miss,7.95
#e7d3c6,#3f7fbd,2018,6,,183,221,Syracuse,Pittsburgh,7.95
#339969,#14c14c14c,2019,9,,2199,2649,Eastern Michigan,Toledo,7.95
#b8b8b8,#e7d3c6,2019,14,,154,183,Wake Forest,Syracuse,7.95
#ddb4b6,#d1bec1,2018,9,,2032,309,Arkansas State,Louisiana,7.95
#e4d3c7,#d88998,2022,4,,251,2641,Texas(22),Texas Tech,7.94
#3d75b8,#e6c6c7,2021,6,,2636,98,UT San Antonio,Western Kentucky,7.94
#c45050,#e4d3c7,2021,6,,201,251,Oklahoma(6),Texas(21),7.94
#359f7d,#4078be,2020,9,,5,2348,UAB,Louisiana Tech,7.94
#a0a0a0,#d1757a,2022,3,,52,97,Florida State,Louisville,7.94
#4078be,#518ac5,2021,13,,2348,242,Louisiana Tech,Rice,7.94
#b8939a,#cfa0a8,2019,2,,135,278,Minnesota,Fresno State,7.94
#c45050,#e6c7b3,2021,13,,201,197,Oklahoma(10),Oklahoma State(7),7.93
#cfa0a8,#339a72,2019,10,,278,62,Fresno State,Hawai'i,7.93
#546b8d,#3667a3,2018,3,,227,41,Rhode Island,Connecticut,7.91
#14c14c14c,#519bc5,2015,7,,2429,295,Charlotte,Old Dominion,7.91
#e9cdc6,#9c9495,2018,13,,258,259,Virginia,Virginia Tech,7.91
#528bc5,#6e6e6e,2016,10,,6,2433,South Alabama,Louisiana Monroe,7.91
#e6ccb3,#3d75b8,2016,8,,2638,2636,UTEP,UT San Antonio,7.9
#db93a2,#b5706d,2016,9,,120,84,Maryland,Indiana,7.9
#917e9c,#76d198,2021,3,,151,276,East Carolina,Marshall,7.9
#e1bbbf,#dc9797,2022,5,,2459,2050,Northern Illinois,Ball State,7.9
#cfa0a8,#5ea3c9,2021,3,,278,26,Fresno State,UCLA(13),7.9
#61a0ca,#339a72,2019,11,,23,62,San José State,Hawai'i,7.9
#4c4c4c,#e6c7b3,2018,Bowls,,142,197,Missouri,Oklahoma State,7.9
#5880c8,#b8b8b8,2018,Bowls,jared birmingham bowl,235,154,Memphis,Wake Forest,7.9
#e0cbcc,#4c4c4c,2017,8,,2567,2132,SMU,Cincinnati,7.9
#61a0ca,#768897,2015,11,,23,2440,San José State,Nevada,7.9
#315a93,#c04054,2022,Bowls,taxslayer gator bowl,87,2579,Notre Dame(18),South Carolina(23),7.89
#a6a6a6,#afafaf,2015,6,,2628,2306,TCU(2),Kansas State,7.89
#868686,#8e8e8e,2019,12,,2711,195,Western Michigan,Ohio,7.89
#4c4c4c,#4c4c4c,2017,12,,2439,167,UNLV,New Mexico,7.89
#5096c4,#768897,2017,8,,2005,2440,Air Force,Nevada,7.89
#e4d3c7,#e6c7b3,2020,9,,251,197,Texas,Oklahoma State(6),7.89
#c86781,#459d6b,2019,9,,265,2483,Washington State,Oregon(11),7.88
#339a72,#c8595f,2017,1,,62,113,Hawai'i,UMass,7.88
#e1bbbf,#8e8e8e,2019,7,,2459,195,Northern Illinois,Ohio,7.87
#57c78a,#14c14c14c,2019,9,,249,2429,North Texas,Charlotte,7.87
#4abfc2,#6e6e6e,2019,13,,324,2433,Coastal Carolina,Louisiana Monroe,7.87
#3e70b8,#7b7b7b,2017,10,,213,127,Penn State(7),Michigan State(24),7.86
#b83d6f,#5ea3c9,2017,1,,245,26,Texas A&M,UCLA,7.86
#39aa8c,#5880c8,2016,11,,58,235,South Florida,Memphis,7.86
#b39ba0,#5ea3c9,2017,11,,9,26,Arizona State,UCLA,7.86
#3f647f,#b39ba0,2016,4,,25,9,California,Arizona State,7.86
#917e9c,#cc7a91,2022,13,,151,218,East Carolina,Temple,7.85
#4c4c4c,#c8596e,2021,4,,142,103,Missouri,Boston College,7.85
#3870aa,#c6c3b4,2017,Bowls,foster farms bowl,12,2509,Arizona,Purdue,7.85
#e4d3c7,#c45050,2016,6,,251,201,Texas,Oklahoma(20),7.85
#e1bbbf,#c0437e,2021,8,,2459,2117,Northern Illinois,Central Michigan,7.85
#afafaf,#a6a6a6,2022,14,dr pepper big 12 championship,2306,2628,Kansas State(13),TCU(3),7.85
#3d75b8,#359f7d,2022,10,,2636,5,UT San Antonio,UAB,7.85
#e6dab3,#d4969e,2023,7,,277,248,West Virginia,Houston,7.85
#4c4c4c,#3e70b8,2018,1,,2026,213,Appalachian State,Penn State(10),7.84
#5f95ca,#c0437e,2023,2,,160,2117,New Hampshire,Central Michigan,7.84
#f4f4f4,#e2a9ae,2018,2,,38,158,Colorado,Nebraska,7.84
#cc7a91,#d9c78e,2017,8,,218,349,Temple,Army,7.84
#ce6c81,#c86781,2016,1,,331,265,Eastern Washington,Washington State,7.84
#e4d3c7,#e6c7b3,2022,8,,251,197,Texas(20),Oklahoma State(11),7.84
#ddb4b6,#6e6e6e,2019,10,,2032,2433,Arkansas State,Louisiana Monroe,7.84
#37a574,#3f7fbd,2021,9,,2390,221,Miami,Pittsburgh(17),7.83
#5880c8,#ddb4b6,2021,2,,235,2032,Memphis,Arkansas State,7.83
#4078be,#85b8d6,2016,4,,2348,2393,Louisiana Tech,Middle Tennessee,7.83
#4c4c4c,#ede6cc,2020,6,,142,99,Missouri,LSU(17),7.83
#c45050,#7a8bd3,2023,9,,201,2305,Oklahoma(6),Kansas,7.83
#e6c7b3,#38a98a,2018,10,,197,239,Oklahoma State,Baylor,7.83
#4b83c3,#4abfc2,2022,5,,290,324,Georgia Southern,Coastal Carolina,7.83
#917e9c,#3667a3,2017,4,,151,41,East Carolina,Connecticut,7.83
#c0425a,#3853a9,2016,3,,333,145,Alabama(1),Ole Miss(19),7.82
#315a93,#cc7a91,2015,13,,87,24,Notre Dame(4),Stanford(13),7.82
#4c4c4c,#4c4c4c,2023,3,,238,2439,Vanderbilt,UNLV,7.82
#a6a6a6,#7a8bd3,2016,6,,2628,2305,TCU,Kansas,7.82
#3c60b4,#315a93,2016,4,,150,87,Duke,Notre Dame,7.82
#4c4c4c,#c6c3b4,2018,3,,142,2509,Missouri,Purdue,7.82
#85b8d6,#3d75b8,2020,4,,2393,2636,Middle Tennessee,UT San Antonio,7.82
#4c4c4c,#768897,2019,14,,2439,2440,UNLV,Nevada,7.82
#3c60b4,#3f7fbd,2018,9,,150,221,Duke,Pittsburgh,7.82
#4c4c4c,#c04054,2018,6,,142,2579,Missouri,South Carolina,7.82
#4890c2,#e0cbcc,2017,9,,202,2567,Tulsa,SMU,7.81
#4c4c4c,#c45050,2023,8,,2116,201,UCF,Oklahoma(6),7.81
#5880c8,#d4969e,2017,8,,235,248,Memphis(25),Houston,7.81
#3f7fbd,#5ea3c9,2022,Bowls,tony the tiger sun bowl,221,26,Pittsburgh(22),UCLA(21),7.81
#339969,#ebd8ce,2019,3,,2199,356,Eastern Michigan,Illinois,7.81
#6f82cf,#c04054,2023,7,,57,2579,Florida,South Carolina,7.81
#f0e9d3,#3966ac,2019,3,,30,252,USC(24),BYU,7.8
#4c4c4c,#cf6e75,2015,3,,2132,193,Cincinnati,Miami (OH),7.79
#868686,#cf6e75,2018,5,,2711,193,Western Michigan,Miami (OH),7.79
#d1757a,#b8b8b8,2021,5,,97,154,Louisville,Wake Forest(24),7.79
#6e6e6e,#e0cbcc,2018,4,,2426,2567,Navy,SMU,7.79
#878787,#768897,2020,8,,2751,2440,Wyoming,Nevada,7.79
#3e70b8,#c6c3b4,2022,1,,213,2509,Penn State,Purdue,7.79
#4abfc2,#99a6b8,2018,9,,324,2247,Coastal Carolina,Georgia State,7.79
#cf6e75,#4c4c4c,2023,3,,193,2132,Miami (OH),Cincinnati,7.79
#949494,#3870aa,2016,4,,264,12,Washington(9),Arizona,7.79
#10d10c10a,#a0a0a0,2016,5,,153,52,North Carolina,Florida State(12),7.79
#f0e9d3,#f4f4f4,2019,9,,30,38,USC,Colorado,7.78
#afafaf,#e6c7b3,2015,5,,2306,197,Kansas State,Oklahoma State(20),7.78
